smiles,name
N#N=NC(=O)C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O,Klapotke 60
O=C(NC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O,Klapotke 61
O=C(CCC(N(=O)=O)(N(=O)=O)N(=O)=O)NC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O,Klapotke 62
N#N=NC(=O)NC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O,Klapotke 63
O=N(=O)c4cc(N(=O)=O)c(c3nnc(c2nnc(c1c(N(=O)=O)cc(N(=O)=O)cc1N(=O)=O)o2)o3)c(N(=O)=O)c4,Klapotke 64
Nc1n[nH]nc1c2nnn[nH]2,Klapotke 65
N#N=Nc1n[nH]nc1c2nnn[nH]2,Klapotke 66
O=N(=O)c1n[nH]nc1c2nnn[nH]2,Klapotke 67
CN(Cn1c(N(=O)=O)n[nH]c1=O)N(=O)=O,Klapotke 68
CN(Cn1nc(N(=O)=O)n(CN(C)N(=O)=O)c1=O)N(=O)=O,Klapotke 69
CN(Cn1nc(N(=O)=O)nc1N(=O)=O)N(=O)=O,Klapotke 70
CN(Cn1nc(N(=O)=O)nc1N)N(=O)=O,Klapotke 71
CN(Cn1nc(N(=O)=O)nc1c2nc(N(=O)=O)nn2CN(C)N(=O)=O)N(=O)=O,Klapotke 72
CN(Cn1cc(N(=O)=O)nc1N(=O)=O)N(=O)=O,Klapotke 73
CN(Cn1cnc(N(=O)=O)c1N(=O)=O)N(=O)=O,Klapotke 74
CN(Cn1nc(N(=O)=O)cc1N(=O)=O)N(=O)=O,Klapotke 75
CN(Cn1ncc(N(=O)=O)c1n2cc(N(=O)=O)c(N(=O)=O)n2)N(=O)=O,Klapotke 76
CN(Cn1nc(N(=O)=O)c(N)c1N(=O)=O)N(=O)=O,Klapotke 78
O=C(OO)c1ccc(C(=O)OO)cc1,Klapotke 79
O=C(OO)c1ccc(N(=O)=O)cc1,Klapotke 80
O=C(OO)c1cc(N(=O)=O)cc(N(=O)=O)c1,Klapotke 81
O=C(OO)c1cc(C(=O)OO)cc(C(=O)OO)c1,Klapotke 82
O=C(NC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)NC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O,Klapotke 83
O=C(NCC(N(=O)=O)(N(=O)=O)N(=O)=O)OCC(COC(=O)NCC(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,Klapotke 85
O=C(OCC(COC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O,Klapotke 86
CN(CNC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O,Klapotke 87
CN(CN(C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,Klapotke 89
Nc1nc(N(=O)=O)nn1CN(Cn2nc(N(=O)=O)nc2N)N(=O)=O,Klapotke 91
O=N(=O)c2nc(N(=O)=O)n(CN(Cn1nc(N(=O)=O)nc1N(=O)=O)N(=O)=O)n2,Klapotke 92
O=N(=O)c2ncn(CN(Cn1cnc(N(=O)=O)c1N(=O)=O)N(=O)=O)c2N(=O)=O,Klapotke 93
O=N(=O)c2cn(CN(Cn1cc(N(=O)=O)nc1N(=O)=O)N(=O)=O)c(N(=O)=O)n2,Klapotke 94
Nc2c(N(=O)=O)nn(CN(Cn1nc(N(=O)=O)c(N)c1N(=O)=O)N(=O)=O)c2N(=O)=O,Klapotke 95
O=N(=O)c2cc(N(=O)=O)n(CN(Cn1nc(N(=O)=O)cc1N(=O)=O)N(=O)=O)n2,Klapotke 96
O=N(=O)c2cn(CN(Cn1cc(N(=O)=O)c(N(=O)=O)n1)N(=O)=O)nc2N(=O)=O,Klapotke 97
O=N(=O)C(c2nc(c1noc(C(N(=O)=O)(N(=O)=O)N(=O)=O)n1)no2)(N(=O)=O)N(=O)=O,Klapotke 98
O=C(NCC(N(=O)=O)(N(=O)=O)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O,Klapotke 101
Cn2c(c1nc(N(=O)=O)c(N(=O)=O)n1C)nc(N(=O)=O)c2N(=O)=O,Klapotke 107
O=N(=O)C(c2n[nH]c(N=Nc1nc(C(N(=O)=O)N(=O)=O)n[nH]1)n2)N(=O)=O,Klapotke 108
N#N=N/C(N=N#N)=N\n1nnnc1N=N#N,Klapotke 109
O=N(=O)CC(CON(=O)=O)(CON(=O)=O)C(CON(=O)=O)(CON(=O)=O)CN(=O)=O,Klapotke 110
O=N(=O)OCN(CON(=O)=O)N(=O)=O,Klapotke 111
O=N(=O)OCCN(CCON(=O)=O)N(=O)=O,Klapotke 112
O=N(=O)OCC(CON(=O)=O)N(C(CON(=O)=O)CON(=O)=O)N(=O)=O,Kalpotke 113
O=N(=O)c2cc(N(=O)=O)c1nn(=O)nn(=O)c1c2,Klapotke 114
O=n1onc(/C=N/O)c1/C=N/O,Klapotke 114
CC(C)(C)CON(=O)=O,Klapotke 115
CC(C)(CON(=O)=O)CON(=O)=O,Klapotke 116
CC(CON(=O)=O)(CON(=O)=O)CON(=O)=O,Klapotke 117
O=N(=O)OCC1(CON(=O)=O)CCCC1,Klapotke 118
O=N(=O)OCC1(CON(=O)=O)CCCCC1,Klapotke 119
O=N(=O)Nc1nc(N(=O)=O)n[nH]1,Klapotke 125
Cn1nc(N(=O)=O)nc1NN(=O)=O,Klapotke 126
Nc1nnnn1O,Klapotke 127
On1nnnc1/N=N/c2nnnn2O,Klapotke 128
On1nnnc1NNc2nnnn2O,Klapotke 129
O=N(=O)c2n[nH]c(c1nc(N(=O)=O)n[nH]1)n2,Klapotke 130
O=N(=O)N=c2[nH]nc(c1n[nH]c(=NN(=O)=O)[nH]1)[nH]2,Klapotke 131
N#N=Nc2nc(c1n[nH]c(N=N#N)n1)n[nH]2,Klapotke 132
O=N(=O)C(=c2[nH]nc(c1n[nH]c(=C(N(=O)=O)N(=O)=O)[nH]1)[nH]2)N(=O)=O,Klapotke 133
N#N=Nc1nn(CC(=O)O)c(=NN(=O)=O)[nH]1,Klapotke 134
Nc2nc(c1nnn[nH]1)n[nH]2,Klapotke 135
O=N(=O)N=c2[nH]nc(c1nnn[nH]1)[nH]2,Klapotke 136
O=N(=O)c2n[nH]c(c1nnn[nH]1)n2,Klapotke 137
N#N=Nc2nc(c1nnn[nH]1)n[nH]2,Klapotke 138
N#N=NCN(CN=N#N)N(=O)=O,Klapotke 139
N#N=NCN(CN(CN(CN=N#N)N(=O)=O)N(=O)=O)N(=O)=O,Klapotke 140
CN(/N=N/N(C)c1nnnn1CCO)c2nnnn2CCO,Klapotke 141
CC(C)OC(=O)Cn1nnnc1N(C)/N=N/N(C)c2nnnn2CC(=O)OC(C)C,Klapotke 142
O=N(=O)c1nn[nH]n1,Klapotke 143
Cn1nnnc1N(=O)=O,Klapotke 144
Cn1nnc(N(=O)=O)n1,Klapotke 145
n2n[nH]c(Nc1nnn[nH]1)n2,Klapotke 146
Cn2nnc(Nc1nnn(C)n1)n2,Klapotke 147
CN(c1nnn(C)n1)c2nnn(C)n2,Klapotke 148
Nc5n(=O)nc(n4c1nonc1n(c2nn(=O)c(N)n(=O)n2)c3nonc34)nn5=O,Synder 1
Nc4n(=O)nc(n3c1nonc1[nH]c2nonc23)nn4=O,Synder 2
Nc9n(=O)nc(n8c1nonc1n(c6nnc(n5c2nonc2n(c3nn(=O)c(N)n(=O)n3)c4nonc45)nn6)c7nonc78)nn9=O,Synder 3
Nc2nc(c1[nH]ncc1N(=O)=O)n[nH]2,
O=N(=O)c1cn[nH]c1c2n[nH]c(N(=O)=O)n2,
O=N(=O)N=c2nnc(c1[nH]ncc1N(=O)=O)n2,
O=C(c1nc(N(=O)=O)nn1C(N(=O)=O)(N(=O)=O)N(=O)=O)c2nc(N(=O)=O)nn2C(N(=O)=O)(N(=O)=O)N(=O)=O,
O=N(=O)C(N(=O)=O)n1nnc(C(N(=O)=O)(N(=O)=O)N(=O)=O)n1,
O=N(=O)C(c1nnn(C(N(=O)=O)N(=O)=O)n1)N(=O)=O,
Nc2nc(N)n1nc(NN(=O)=O)c(N(=O)=O)c1n2,
Nc2nn1c(N(=O)=O)nnc1nn2=O,
Nc2nn1c(N)nnc1nn2=O,
Nc2nn1c(N)nnc1nn2=O,
N(=N\c1nonc1c2nnn[nH]2)/c3nonc3c4nnn[nH]4,AzTF
O=N(=O)c1nonc1c3noc(c2nonc2N(=O)=O)n3,LLM-191
O=N(=O)c1nonc1c4noc(c3nc(c2nonc2N(=O)=O)no3)n4,LLM-200
Nc2nc(c1nonc1N(=O)=O)no2,LLM-201
N#N=N/C(=N\O)c2nc(c1noc(/C(=N/O)N=N#N)n1)no2,
On1nnnc1c4nc(c3noc(c2nnnn2O)n3)no4,
N#N=N/C(=N\O)c1noc(/C(=N\O)N=N#N)n1,
Nc1c(N(=O)=O)n[nH]c1N(=O)=O,
N#N=c1c(N(=O)=O)nnc1N(=O)=O,
N#N=c2c(n1nc(N(=O)=O)c(N)c1N(=O)=O)nnc2n3nc(N(=O)=O)c(N)c3N(=O)=O,LLM-226
O=N(=O)OC[C@@H]1[C@@H](CON(=O)=O)[C@@H](CON(=O)=O)[C@@H]1CON(=O)=O,Baran
O=N(=O)OC[C@@H]1[C@@H](CON(=O)=O)[C@H](CON(=O)=O)[C@H]1CON(=O)=O,Baran 3
O=N(=O)OC[C@@H]1[C@H](CON(=O)=O)[C@@H](CON(=O)=O)[C@@H]1CON(=O)=O,Baran 4
O=N(=O)OC[C@@H]1[C@H](CON(=O)=O)[C@H](CON(=O)=O)[C@@H]1CON(=O)=O,Baran 5
O=N(=O)OCC1(CON(=O)=O)CCC1(CON(=O)=O)CON(=O)=O,Baran 6
O=N(=O)OCC1(CON(=O)=O)CC(CON(=O)=O)(CON(=O)=O)C1,Baran 7
CCOC(=O)c1cc(CON(=O)=O)on1,Sabatini
O=N(=O)OCc1cc(CON(=O)=O)on1,Sabatini
O=N(=O)OCc2onc(c1noc(CON(=O)=O)c1CON(=O)=O)c2CON(=O)=O,Sabatini
O=N(=O)OCc2cc(c1cc(CON(=O)=O)on1)no2,Sabatini
O=N(=O)OCc3cc(c1non(=O)c1c2cc(CON(=O)=O)on2)no3,Sabatini
O=N(=O)OCc2nc(c1noc(CON(=O)=O)n1)no2,Sabatini
Nc1nonc1C(=O)O,Sabatini
CCOC(=O)c1nonc1N,Sabatini
Nc2n[nH]c(c1[nH]nc(N)c1N(=O)=O)c2N(=O)=O,
Nc4nnc3c(N(=O)=O)c(c2nn1c(N)c(N(=O)=O)nnc1c2N(=O)=O)nn3c4N(=O)=O,
Nc1c(N(=O)=O)nnc2nc(N(=O)=O)nn12,TTX
Nc1nnnn1Cc2nnn[nH]2,
O=N(=O)N=c1[nH]nnn1Cc2nnn[nH]2,
Nc2nn1c(N)c(N(=O)=O)nnc1c2N(=O)=O,
Nc1nnnn1CCn2ccc(N(=O)=O)n2,
Nc1nnnn1CCn2cc(N(=O)=O)c(N(=O)=O)n2,
Nc1nnnn1CCn2nc(N(=O)=O)c(N(=O)=O)c2N,
O=N(=O)N=c1[nH]nnn1CCn2cc(N(=O)=O)c(N(=O)=O)n2,
N#N=Nc2c(N(=O)=O)nn(CCn1nnnc1N)c2N(=O)=O,
N#N=Nc2nn(CCn1nnnc1N)c(N=N#N)c2N(=O)=O,
Nc1nnnn1CCn2cnc(N(=O)=O)n2,
Nc1nnnn1CCn2nc(N(=O)=O)nc2N,
Nc1nnnn1CCn2nnc(N(=O)=O)n2,
O=N(=O)N=c1[nH]nnn1CCn2cnc(N(=O)=O)n2,
O=N(=O)N=c1[nH]nnn1CCn2nc(N(=O)=O)nc2NN(=O)=O,
Nc1nc(N(=O)=O)nn1CCn2nc(N(=O)=O)nc2N,
O=N(=O)Nc1nc(N(=O)=O)nn1CCn2nc(N(=O)=O)nc2NN(=O)=O,
Nc1non(=O)c1c2non(=O)c2c3c(N)non3=O,
O=n4onc3nnc1non(=O)c1c2c(non2=O)c34,
O=N(=O)c1non(=O)c1c2non(=O)c2c3c(N(=O)=O)non3=O,
C/N=N(=O)/c1nonc1N(CN(c2nonc2/N(=O)=N/C)N(=O)=O)N(=O)=O,
C/N=N(=O)/c1nonc1NN(=O)=O,
O=N(=O)N(CN(c1nonc1c2ncon2)N(=O)=O)c3nonc3c4ncon4,
N=C(NN)c1nonc1N(CN(c2nonc2C(=N)NN)N(=O)=O)N(=O)=O,
O=N(=O)N(CCN(c1nonc1c2ncon2)N(=O)=O)c3nonc3c4ncon4,
N=C(NN)c1nonc1N(CCN(c2nonc2C(=N)NN)N(=O)=O)N(=O)=O,
Nc1nnnn1c2nc(N(=O)=O)n[nH]2,3·H2O
O=N(=O)c2n[nH]c(n1ncc(N(=O)=O)c1N(=O)=O)n2,4·H2O
O=N(=O)c2ncn(c1nc(N(=O)=O)n[nH]1)n2,
Nc1nc(N(=O)=O)nn1c2nc(N(=O)=O)n[nH]2,6·H2O
Nn1nc(N(=O)=O)nc1n2cnc(N(=O)=O)n2,
Nn2nc(n1cnc(N(=O)=O)n1)nc2N(=O)=O,
N#[N+]c2[n-]c(c1nc(N(=O)=O)c([N+]#N)[n-]1)nc2N(=O)=O,
N#[N+]c2[n-]nc(c1n[n-]c([N+]#N)c1N(=O)=O)c2N(=O)=O,
O=N(=O)N=c1[nH]ccn1CCn2cc(N(=O)=O)cn2,
O/N=N/c1nnnn1CCn2cccn2,
Nc1nnnn1CCn2nc(N(=O)=O)c(N)c2N(=O)=O,
Nc1nnnn1CCn2nc(N(=O)=O)c(N(=O)=O)c2N(=O)=O,
CCCCn1nc(N(=O)=O)c(N)c1N(=O)=O.Nc1nnn[nH]1,
CCCCn1nc(N(=O)=O)c(N(=O)=O)c1N(=O)=O.Nc1nnn[nH]1,
O=N(=O)C(c2ncn(Cn1cnc(C(N(=O)=O)N(=O)=O)n1)n2)N(=O)=O,
O=N(=O)C(c2ncn(Cn1cnc(C(N(=O)=O)(N(=O)=O)N(=O)=O)n1)n2)(N(=O)=O)N(=O)=O,
O=N(=O)C(c1ncn(C(N(=O)=O)(N(=O)=O)N(=O)=O)n1)(N(=O)=O)N(=O)=O,
O/N=C(c1nnn[nH]1)/c2nnn[nH]2,
N/N=C(c1nnn[nH]1)/c2nnn[nH]2,
O=n4onc3c1nc[nH]c1c2non(=O)c2c34,
O=N(=O)n4cnc3c1non(=O)c1c2c(non2=O)c34,
O=c2[nH]c1c(N(=O)=O)c(N(=O)=O)c(N(=O)=O)c(N(=O)=O)c1[nH]2,
Nc1[nH]c(N(=O)=O)nc1N(=O)=O,
Nc1c(N(=O)=O)nc(N(=O)=O)n1N,
Nc1nnn(N)c1N(=O)=O,
Nc1nn(N)nc1N(=O)=O,
Nc1c(N(=O)=O)nnn1N,
Nc2nnc(c1nonc1N)o2,
Nc2[nH+]nc(c1nonc1[N-]N(=O)=O)o2,
C[C@]12CC(OO)(OO)C[C@@]1(C)CC(OO)(OO)C2,
[H][C@@]12CC(OO)(OO)C[C@]1(C)CC(OO)(OO)C2,
[H][C@]12CC(OO)(OO)C[C@@]1([H])CC(OO)(OO)C2,
OOC(OO)c1ccc(C(OO)OO)cc1,
OOC1(OO)CCC(OO)(OO)CC1,
N/N=C(N)/c1nonc1N,
O=N(=O)c1nonc1c2ncon2,
N/N=C(N)/c1nonc1NN,
O=N(=O)c1nonc1c2nnc[nH]2,
O=N(=O)N(CN(c1nonc1c2ncon2)N(=O)=O)c3nonc3c4ncon4,
N/N=C(N)/c1nonc1N(CN(c2nonc2/C(N)=N/N)N(=O)=O)N(=O)=O,
O=N(=O)N(CN(c1nonc1c2nnn[nH]2)N(=O)=O)c3nonc3c4nnn[nH]4,
O=N(=O)N(CCN(c1nonc1c2ncon2)N(=O)=O)c3nonc3c4ncon4,
N/N=C(N)/c1nonc1N(CCN(c2nonc2/C(N)=N/N)N(=O)=O)N(=O)=O,
O=N(=O)N(CCN(c1nonc1c2nnn[nH]2)N(=O)=O)c3nonc3c4nnn[nH]4,
N#N=Nc1n[nH]c(NN(=O)=O)n1,
O=N(=O)c1nn(O)c(N(=O)=O)c1N(=O)=O,
O=N(=O)c7ccc(n1nc5c(n1)c3nn(c2ccc(N(=O)=O)cc2N(=O)=O)nc3c6nn(c4ccc(N(=O)=O)cc4N(=O)=O)nc56)c(N(=O)=O)c7,
n1nc3c([nH]1)c2nn[nH]c2c4nn[nH]c34,
O=N(=O)n1nc3c(n1)c2nn(N(=O)=O)nc2c4nn(N(=O)=O)nc34,
O=N(=O)n4nc3c1n[nH]nc1c2nn(N(=O)=O)nc2c3n4,
CN(c1c(N(=O)=O)n[nH]c1N(=O)=O)N(=O)=O,
CN(c1c(N(=O)=O)nn(N)c1N(=O)=O)N(=O)=O,
Nc1c(N(=O)=O)nn(N)c1N(=O)=O,
N=C(N)Nc1c(N(=O)=O)n[nH]c1N(=O)=O,
N=C(Nc1c(N(=O)=O)n[nH]c1N(=O)=O)NN(=O)=O,
Cn1nc(N(=O)=O)c(N=N#N)c1N(=O)=O,
Cn1nc(N(=O)=O)c([N+]#N)c1[O-],
Cn2nc(N(=O)=O)c1[nH]nn(=O)c12,
Cn1nc(N(=O)=O)c(N)c1N(=O)=O,
Cn1nc(N(=O)=O)c(N(=O)=O)c1N(=O)=O,
O=N(=O)C(CNc1nnn[nH]1)(N(=O)=O)N(=O)=O,
Cn1nnnc1NCC(N(=O)=O)(N(=O)=O)N(=O)=O,
COn1nnnc1NCC(N(=O)=O)(N(=O)=O)N(=O)=O,
O=N(=O)C(CNc1nnnn1CCO)(N(=O)=O)N(=O)=O,
O=N(=O)C(CNc1nnnn1CCn2nnnc2NCC(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,
O=N(=O)C(CNc1nnnn1OCCOn2nnnc2NCC(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,
Nn1cnc(N(=O)=O)c1N(=O)=O,4a
Nn1cc(N(=O)=O)nc1N(=O)=O,4b
Nn1cnc(N(=O)=O)c1,4c
N#N=Nc1c(N(=O)=O)ncn1N,4d
Nn1c(N(=O)=O)cnc1c2ncc(N(=O)=O)n2N,4g
O=N(=O)c1ncn(NCC(N(=O)=O)(N(=O)=O)N(=O)=O)c1N(=O)=O,6a
O=N(=O)c1cn(NCC(N(=O)=O)(N(=O)=O)N(=O)=O)c(N(=O)=O)n1,6b
O=N(=O)c1cn(NCC(N(=O)=O)(N(=O)=O)N(=O)=O)cn1,6c
N#N=Nc1c(N(=O)=O)ncn1NCC(N(=O)=O)(N(=O)=O)N(=O)=O,6d
Nc2c(N(=O)=O)nn(CCn1nc(N(=O)=O)c(N)c1N(=O)=O)c2N(=O)=O,
O=N(=O)Nc2c(N(=O)=O)nn(CCn1nc(N(=O)=O)c(NN(=O)=O)c1N(=O)=O)c2N(=O)=O,
N#[N+]c2c([O-])n(CCn1nc(N(=O)=O)c([N+]#N)c1[O-])nc2N(=O)=O,
O=N(=O)c2nn(CCn1nc(N(=O)=O)c(N(=O)=O)c1N(=O)=O)c(N(=O)=O)c2N(=O)=O,
N#N=Nc1c(N(=O)=O)c(N(=O)=O)nn1CCn2nc(N(=O)=O)c(N(=O)=O)c2N=N#N,
N#N=Nc2c(N(=O)=O)nn(CCn1nc(N(=O)=O)c(N=N#N)c1N(=O)=O)c2N(=O)=O,
Nc1c(N(=O)=O)c(N(=O)=O)nn1CCn2nc(N(=O)=O)c(N(=O)=O)c2N,
O=N(=O)Nc1c(N(=O)=O)c(N(=O)=O)nn1CCn2nc(N(=O)=O)c(N(=O)=O)c2NN(=O)=O,
O=N(=O)/C1=N/NC2/C(N(=O)=O)=N\NC12,
O=n3nc2nc1nonc1[nH]c2n3,
O=N(=O)C(CNc2nc1nonc1nc2NCC(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,
Nc3c(N(=O)=O)nn(Cc2nnc(Cn1nc(N(=O)=O)c(N)c1N(=O)=O)n2N)c3N(=O)=O,
Nn2c(Cn1cc(N(=O)=O)c(N(=O)=O)n1)nnc2Cn3ncc(N(=O)=O)c3N(=O)=O,
O=N(=O)Nc3c(N(=O)=O)nn(Cc2n[nH]c(Cn1nc(N(=O)=O)c(NN(=O)=O)c1N(=O)=O)n2)c3N(=O)=O,
Nn2c(Cn1nc(N(=O)=O)c(N(=O)=O)c1N(=O)=O)nnc2Cn3nc(N(=O)=O)c(N(=O)=O)c3N(=O)=O,
O=N(=O)c3nn(Cc2n[nH]c(Cn1nc(N(=O)=O)c(N(=O)=O)c1N(=O)=O)n2)c(N(=O)=O)c3N(=O)=O,
O=N(=O)c3nn(Cc2nc(Cn1nc(N(=O)=O)c(N(=O)=O)c1N(=O)=O)n(N(=O)=O)n2)c(N(=O)=O)c3N(=O)=O,
Nc6c(N(=O)=O)nn(Cc2nnc(Cn1nc(N(=O)=O)c(N)c1N(=O)=O)n2/N=N/n4c(Cn3nc(N(=O)=O)c(N)c3N(=O)=O)nnc4Cn5nc(N(=O)=O)c(N)c5N(=O)=O)c6N(=O)=O,
O=N(=O)c6cnn(Cc2nnc(Cn1cc(N(=O)=O)c(N(=O)=O)n1)n2/N=N/n4c(Cn3cc(N(=O)=O)c(N(=O)=O)n3)nnc4Cn5cc(N(=O)=O)c(N(=O)=O)n5)c6N(=O)=O,
O=N(=O)c6nn(Cc2nnc(Cn1nc(N(=O)=O)c(N(=O)=O)c1N(=O)=O)n2/N=N/n4c(Cn3nc(N(=O)=O)c(N(=O)=O)c3N(=O)=O)nnc4Cn5nc(N(=O)=O)c(N(=O)=O)c5N(=O)=O)c(N(=O)=O)c6N(=O)=O,
Nn3c(Cn2nc(N(=O)=O)c1[nH]nn(=O)c12)nnc3Cn5nc(N(=O)=O)c4[nH]nn(=O)c45,
N/C(N)=C(N(=O)=O)\N(=O)=O,
O=N(=O)c1n[nH]c2c(N(=O)=O)n[nH]c12,
O=N(=O)OCn1nc(N(=O)=O)c2c1c(N(=O)=O)nn2CON(=O)=O,
O=N(=O)c1nn(N(=O)=O)c2c(N(=O)=O)nn(N(=O)=O)c12,
Nn1nc(N(=O)=O)c2c1c(N(=O)=O)nn2N,
O=N(=O)Nn1nc(N(=O)=O)c2c1c(N(=O)=O)nn2NN(=O)=O,
N/C(N)=C(N(=O)=O)\N(=O)=O,
NN/C(N)=C(N(=O)=O)/N(=O)=O,
N/C(=N\N=C\C=N\N=C(N)\C(N(=O)=O)N(=O)=O)C(N(=O)=O)N(=O)=O,
O=N(=O)OCn1nc(N(=O)=O)c2c1c(N(=O)=O)nn2CON(=O)=O,
O=N(=O)OCn3c1nonc1n(CON(=O)=O)c2nonc23,
O=c3n(CON(=O)=O)c2nc1nonc1nc2n3CON(=O)=O,
O=N(=O)OCn1nc(N(=O)=O)nc1c2nc(N(=O)=O)nn2CON(=O)=O,
N#N=NCn1nc(N(=O)=O)c2c1c(N(=O)=O)nn2CN=N#N,
N#N=NCn3c1nonc1n(CN=N#N)c2nonc23,
O=N(=O)Nc1nonc1/N=N/c2nonc2NN(=O)=O,
O=N(=O)Nc2nc(/N=N/c1noc(NN(=O)=O)n1)no2,
Nc1c(N(=O)=O)nn(O)c1N(=O)=O,
O=c1[nH]c(C(N(=O)=O)N(=O)=O)no1,
O=N(=O)C(c2nc(/N=N/c1noc(C(N(=O)=O)N(=O)=O)n1)no2)N(=O)=O,
O=N(=O)C(c1nc(C(N(=O)=O)(N(=O)=O)N(=O)=O)n[nH]1)N(=O)=O,
Nc2nnc1nonc1c2N(=O)=O,
Nc2nn(=O)c1nonc1c2N(=O)=O,
Nc1nnc2n(N)cnn12,
O=N(=O)N=c1[nH]nc2[nH]cnn12,
Nc2c(N(=O)=O)nn(Cc1nnn[nH]1)c2N(=O)=O,
O=N(=O)c2nn(Cc1nnn[nH]1)c(N(=O)=O)c2N(=O)=O,
N#N=Nc2c(N(=O)=O)nn(Cc1nnn[nH]1)c2N(=O)=O,
O=C(c1nnc(C(N(=O)=O)(N(=O)=O)N(=O)=O)o1)c2nnc(C(N(=O)=O)(N(=O)=O)N(=O)=O)o2,
O=N(=O)c3nn2Cn1nc(N(=O)=O)c(N(=O)=O)c1Nc2c3N(=O)=O,5a
O=N(=O)c3nn2CCn1nc(N(=O)=O)c(N(=O)=O)c1Nc2c3N(=O)=O,5b
NN2c1c(N(=O)=O)c(N(=O)=O)nn1Cn3nc(N(=O)=O)c(N(=O)=O)c23,
O=N(=O)NN2c1c(N(=O)=O)c(N(=O)=O)nn1Cn3nc(N(=O)=O)c(N(=O)=O)c23,
O=N(=O)C(c1nnc(C(N(=O)=O)N(=O)=O)o1)N(=O)=O,
O=N(=O)C(c1nnc(C(N(=O)=O)(N(=O)=O)N(=O)=O)o1)(N(=O)=O)N(=O)=O,
O=N(=O)Nc1c(N(=O)=O)c(N(=O)=O)nn1CCn2nc(N(=O)=O)c(N(=O)=O)c2NN(=O)=O,
O=N(=O)N=c1[nH]nnn1CCn2nc(N(=O)=O)c(N(=O)=O)c2N(=O)=O,
Nc1c(N(=O)=O)c(N(=O)=O)nn1CCn2nn[nH]c2=NN(=O)=O,
O=N(=O)N=c1[nH]nnn1CCn2nc(N(=O)=O)c(N(=O)=O)c2NN(=O)=O,
N#N=Nc1c(N(=O)=O)c(N(=O)=O)nn1CCn2nnnc2N,
N#N=Nc1c(N(=O)=O)c(N(=O)=O)nn1CCn2nn[nH]c2=NN(=O)=O,
N#N=Nc2c(N(=O)=O)nn(CCn1nn[nH]c1=NN(=O)=O)c2N(=O)=O,
N#Cc2nc1nnc(N(=O)=O)c(N)n1n2,
Nc2c(N(=O)=O)nnc3nc(c1nnn[nH]1)nn23,
N#N=Nc2c(N(=O)=O)nc3c1nc(N(=O)=O)c(N=N#N)n1nnn23,
O/N=C(c1nnn[nH]1)/c2nnn[nH]2,
NC(c1nnn[nH]1)c2nnn[nH]2,
O=N(=O)C(c1nnn[nH]1)c2nnn[nH]2,
O=N(=O)Cn3nc(c1nnn[nH]1)c(c2nnn[nH]2)n3,
O=N(=O)n2ccc(c1ccn(N(=O)=O)n1)n2,
O=N(=O)c2cc(c1cc(N(=O)=O)n[nH]1)[nH]n2,
O=N(=O)c2n[nH]c(c1[nH]nc(N(=O)=O)c1N(=O)=O)c2N(=O)=O,
O=N(=O)c1c[nH]nc1c2n[nH]cc2N(=O)=O,
O=N(=O)c1cn(N(=O)=O)nc1c2nn(N(=O)=O)cc2N(=O)=O,
O=N(=O)c2cc(c1cc(N(=O)=O)nn1N(=O)=O)n(N(=O)=O)n2,
CCCOC(=O)c1nonc1N,1c
Nc2noc(c1nonc1N)n2,2c
Nc4noc(c1nonc1/N=N/c2nonc2c3nc(N)no3)n4,3c
Nc2nc(c1nonc1N)n[nH]2,1d
O=N(=O)c3nn2CCn1nc(N(=O)=O)c(N(=O)=O)c1c2c3N(=O)=O,
O=N(=O)c3nn2CCCn1nc(N(=O)=O)c(N(=O)=O)c1c2c3N(=O)=O,
O=N(=O)c3nc2c1nc(N(=O)=O)nn1CCn2n3,
O=N(=O)c3nc2c1nc(N(=O)=O)nn1CCCn2n3,
O=C(NCNC(=O)NCC(N(=O)=O)(N(=O)=O)N(=O)=O)NCC(N(=O)=O)(N(=O)=O)N(=O)=O,
O=C(NCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(CN(C(=O)NCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,
O=N(=O)Nc1nnc2nncnn12,
c4nnc3nnc(/N=N\c1nnc2nncnn12)n3n4,
