NAME,FORMULA,DHF,ID,,
Vinoxy,CH2CHO (g),16.11,6912-06-7*0,,
Hydrogen isocyanide,HNC (g),192.45,6914-07-4*0,,
3-Methylene-1-penten-4-yne,CH2CHC(CH2)CCH (g),350.3,6929-96-0*0,,
3-Methylene-1-penten-4-yne,"CH2CHC(CH2)CCH (g, trans)",350.1,6929-96-0*1,,
3-Methylene-1-penten-4-yne,"CH2CHC(CH2)CCH (g, gauche)",362.5,6929-96-0*3,,
Tetraoxidanyl,HOOOO (g),0.4,69696-93-1*0,,
Tetraoxidanyl,"HOOOO (g, trans)",69.5,69696-93-1*1,,
Tetraoxidanyl,"(HOO)(O2) (g, vdW)",0.4,69696-93-1*100,,
Tetraoxidanyl,"HOOOO (g, cis)",46,69696-93-1*2,,
Ethanethiol cation,[CH3CH2SH]+ (g),850.94,69762-64-7*0,,
Chloromethyliumylidene,[CCl]+ (g),1285.8,69773-94-0*0,,
Diazirinyl,HC(NN) (g),487.71,69967-71-1*0,,
Diazirinyl,"HC(NN) (g, 2A2)",487.71,69967-71-1*1,,
Diazirinyl,"HC(NN) (g, 2A')",553.9,69967-71-1*2,,
Chlorohydrofluorine cation,[ClFH]+ (g),998.1,70110-63-3*0,,
Fluorohydrochlorine cation,[FClH]+ (g),972.3,70110-64-4*0,,
o-Benzyne cation,"[C6H4]+ (g, ortho)",1384.1,70220-84-7*0,,
Dioxoethyl,OCHCO (g),-64.69,702699-38-5*0,,
Hydroxyoxoethenyl,HOCCO (g),22.7,702699-39-6*0,,
1-Propenylidene,"CH3CHC (g, singlet)",388.1,70277-78-0*1,,
1-Propenylidene,"CH3CHC (g, triplet)",623,70277-78-0*2,,
Hydroxyethenylidene,CCHOH (g),300.7,70277-80-4*0,,
Hydroxyethenylidene,"CCHOH (g, triplet)",414.7,70277-80-4*1,,
Hydroxyethenylidene,"CCHOH (g, syn-triplet)",414.7,70277-80-4*11,,
Hydroxyethenylidene,"CCHOH (g, anti-triplet)",434.8,70277-80-4*12,,
Hydroxyethenylidene,"CCHOH (g, singlet)",300.7,70277-80-4*2,,
Cyanovinylidene,CCHCN (g),584.3,70277-81-5*0,,
Chlorovinylidene,CCHCl (g),431,70277-82-6*0,,
Fluorovinylidene,CCHF (g),300.1,70302-00-0*0,,
Methyldioxirane,CH3CH(OO) (g),-54.38,70308-85-9*0,,
Hydroperoxonium,[H2OOH]+ (g),727.9,70850-26-9*0,,
Hydroperoxonium,"[H2OOH]+ (g, trans)",727.9,70850-26-9*1,,
Hydroperoxonium,"[H2OOH]+ (g, cis)",752.7,70850-26-9*2,,
Pentachloroethyl,CCl3CCl2 (g),27,7094-17-9*0,,
Isocyanomethyl,CH2NC (g),360.8,70971-59-4*0,,
1-Propanol,CH3CH2CH2OH (g),-254.98,71-23-8*0,,
1-Propanol,"CH3CH2CH2OH (cr,l)",-302.44,71-23-8*500,,
1-Butanol,CH3CH2CH2CH2OH (g),-274.75,71-36-3*0,,
1-Butanol,"CH3CH2CH2CH2OH (cr,l)",-327.11,71-36-3*500,,
Benzene,C6H6 (g),83.18,71-43-2*0,,
Benzene,"C6H6 (cr,l)",49.24,71-43-2*500,,
Formate,[HC(O)O]- (g),-466.75,71-47-6*0,,
Formate,[HC(O)O]- (aq),-425.45,71-47-6*800,,
Acetate,[CH3C(O)O]- (g),-505.01,71-50-1*0,,
Acetate,[CH3C(O)O]- (aq),-485.09,71-50-1*800,,
Hydrogen carbonate,[HOC(O)O]- (g),-725.6,71-52-3*0,,
Hydrogen carbonate,[HOC(O)O]- (aq),-689.865,71-52-3*800,,
"1,1,1-Trichloroethane",CH3CCl3 (g),-144.56,71-55-6*0,,
"1,1,1-Trichloroethane",CH3CCl3 (l),-177.2,71-55-6*500,,
Diazenide,[NNH]- (g),176.8,71004-29-0*0,,
Diazenide,"[NNH]- (g, triplet)",344.7,71004-29-0*1,,
Diazenide,"[NNH]- (g, vdW)",176.8,71004-29-0*100,,
Isoformyl,COH (g),217.63,71080-92-7*0,,
Fluoromethylene anion,[CHF]- (g),96.47,71267-42-0*0,,
Indenyl,C6H4(CHCHCH) (g),279.2,71551-80-9*0,,
Chlorosyl hydride,HClO (g),139,71572-35-5*0,,
Hypochlorous acid cation,[HOCl]+ (g),995.89,71606-47-8*0,,
1-Methyl-1-propenyl,CH3CCHCH3 (g),224.72,71790-71-1*0,,
1-Methyl-1-propenyl,"CH3CCHCH3 (g, trans)",223.93,71790-71-1*1,,
1-Methyl-1-propenyl,"CH3CCHCH3 (g, cis)",227.1,71790-71-1*2,,
Dioxyamidogen,"HNOO (g, trans)",244.6,71843-95-3*1,,
Dioxyamidogen,"HNOO (g, cis)",233.8,71843-95-3*2,,
2-Aminoethyl anion,[CH2CH2NH2]- (g),131.9,71857-14-2*0,,
Thioformaldehyde anion,[CH2S]- (g),72.8,71928-47-7*0,,
Hydroxymethoxy,CH2(OH)O (g),-169.44,72144-78-6*0,,
Hydroxymethoxy,"CH2(OH)O (g, anti)",-159.8,72144-78-6*1,,
Hydroxymethoxy,"CH2(OH)O (g, gauche)",-169.54,72144-78-6*3,,
Acryloyl,CH2CHCO (g),96.3,72241-20-4*0,,
Acryloyl,"CH2CHCO (g, 2A')",95.9,72241-20-4*1,,
Acryloyl,"CH2CHCO (g, 2A', trans)",95.2,72241-20-4*11,,
Acryloyl,"CH2CHCO (g, 2A', cis, TS?)",103.9,72241-20-4*12,,
Acryloyl,"CH2CHCO (g, 2A"")",97.2,72241-20-4*2,,
Methylcyclopentadienyl,CH3C(CHCHCHCH) (g),221.4,72348-44-8*0,,
Oxiranyl anion,[CH2(CHO)]- (g),113.3,72722-59-9*0,,
Oxiranyl anion,"[CH2(CHO)]- (g, triplet)",134.9,72722-59-9*1,,
Oxiranyl anion,"[CH2(CHO)]- (g, singlet)",113.2,72722-59-9*2,,
o-Chlorophenide,"[C6H4Cl]- (g, ortho)",148.7,72863-53-7*0,,
Vinylsilane,CH2CHSiH3 (g),92.4,7291-09-0*0,,
Platinum dimer cation,[Pt2]+ (g),1659.6,73146-08-4*0,,
Disilanyl,SiH3SiH2 (g),230.3,73151-72-1*0,,
Phosgene cation,[CCl2O]+ (g),896,73249-38-4*0,,
Difluorophosgene cation,[CF2O]+ (g),650.69,73256-56-1*0,,
"1-Propene-1,2-diol","CH3C(OH)CHOH (g, cis)",-329.7,7333-03-1*1,,
"1-Propene-1,2-diol","CH3C(OH)CHOH (g, trans)",-309.7,7333-03-1*2,,
Trifluorine,F3 (g),82.1,73455-86-4*0,,
Ethynylamidogen,HCCNH (g),393.29,73456-14-1*0,,
1H-Diazirin-3-ylium,[HN(NC)]+ (g),1523.7,735234-64-7*0,,
1H-Diazirin-3-ylium,"[HN(NC)]+ (g, triplet)",1638.1,735234-64-7*1,,
1H-Diazirin-3-ylium,"[HN(NC)]+ (g, singlet)",1523.7,735234-64-7*2,,
Isocyanovinylidene,CCHNC (g),700.4,737788-76-0*0,,
2-Iminoethyl anion,[CH2CHNH]- (g),94.1,73843-87-5*0,,
2-Iminoethyl anion,"[CH2CHNH]- (g, syn)",93.6,73843-87-5*1,,
2-Iminoethyl anion,"[CH2CHNH]- (g, anti)",100.2,73843-87-5*2,,
2-Iminoethyl,CH2CHNH (g),208.69,73843-90-0*0,,
2-Iminoethyl,"CH2CHNH (g, syn)",210.4,73843-90-0*1,,
2-Iminoethyl,"CH2CHNH (g, anti)",208.01,73843-90-0*2,,
2-Iminoethylium,[CH2CHNH]+ (g),1097.7,73843-91-1*0,,
2-Iminoethylium,"[CH2CHNH]+ (g, triplet)",1140.2,73843-91-1*1,,
2-Iminoethylium,"[CH2CHNH]+ (g, singlet)",1097.7,73843-91-1*2,,
(Methyleneamino)methyl anion,[CH2NCH2]- (g),176.6,73859-26-4*0,,
Methane,CH4 (g),-74.513,74-82-8*0,,
Methane,"CH4 (aq, undissoc)",-87.695,74-82-8*1000,,
Bromomethane,CH3Br (g),-35.85,74-83-9*0,,
Bromomethane,CH3Br (l),-59.19,74-83-9*590,,
Ethane,CH3CH3 (g),-84.02,74-84-0*0,,
Ethylene,CH2CH2 (g),52.39,74-85-1*0,,
Acetylene,HCCH (g),228.32,74-86-2*0,,
Acetylene,"HCCH (g, cis-triplet)",599.1,74-86-2*11,,
Chloromethane,CH3Cl (g),-82.58,74-87-3*0,,
Chloromethane,CH3Cl (l),-102.48,74-87-3*590,,
Iodomethane,CH3I (g),14.99,74-88-4*0,,
Iodomethane,CH3I (l),-12.16,74-88-4*590,,
Methylamine,CH3NH2 (g),-21.15,74-89-5*0,,
Methylamine,CH3NH2 (l),-45.17,74-89-5*500,,
Hydrogen cyanide,HCN (g),129.303,74-90-8*0,,
Methanethiol,CH3SH (g),-20.67,74-93-1*0,,
Methanethiol,"CH3SH (cr,l)",-44.58,74-93-1*500,,
Dibromomethane,CH2Br2 (g),5.6,74-95-3*0,,
Dibromomethane,CH2Br2 (l),-31.43,74-95-3*590,,
Ethyl bromide,CH3CH2Br (g),-62.93,74-96-4*0,,
Ethyl bromide,CH3CH2Br (l),-90.91,74-96-4*500,,
Bromochloromethane,CH2ClBr (g),-42.3,74-97-5*0,,
Propane,CH3CH2CH3 (g),-105,74-98-6*0,,
Propane,"CH3CH2CH3 (cr,l)",-121.17,74-98-6*500,,
Propyne,CH3CCH (g),185.56,74-99-7*0,,
Dimethyldioxirane,CH3C(CH3)(OO) (g),-108,74087-85-7*0,,
Hydroperoxymethyl,CH2OOH (g),65.95,74087-87-9*0,,
Sulfoxoniumylidene,[HSO]+ (g),935.7,74093-35-9*0,,
Sulfanylideneoxidanium,[HOS]+ (g),911.2,74093-36-0*0,,
Hydrogen isocyanide cation,[HNC]+ (g),1351.5,74158-11-5*0,,
2-Hydroxy-2-propenyl,CH2C(OH)CH2 (g),-9.5,742072-56-6*0,,
Aminomethyl anion,[CH2NH2]- (g),199.3,74215-21-7*0,,
Trioxidanylium,[HOOO]+ (g),1064.5,74241-49-9*0,,
Trioxidanylium,"[HOOO]+ (g, trans)",1064.4,74241-49-9*1,,
Trioxidanylium,"[HOOO]+ (g, cis)",1079.2,74241-49-9*2,,
Krypton,Kr (g),0,7439-90-9*0,,
Krypton,"Kr (aq, undissoc)",-15.65,7439-90-9*1000,,
Neon,Ne (g),0,7440-01-9*0,,
Neon,"Ne (aq, undissoc)",-3.883,7440-01-9*1000,,
Platinum,Pt (g),564.3,7440-06-4*0,,
Platinum,"Pt (cr,l)",0,7440-06-4*500,,
Silicon,Si (g),454.66,7440-21-3*0,,
Silicon,"Si (cr,l)",0,7440-21-3*500,,
Argon,Ar (g),0,7440-37-1*0,,
Argon,"Ar (aq, undissoc)",-12.249,7440-37-1*1000,,
Boron,B (g),570.48,7440-42-8*0,,
Boron,"B (cr,l)",0,7440-42-8*500,,
Boron,"B (s, am)",4.02,7440-42-8*505,,
Carbon,C (g),716.869,7440-44-0*0,,
Carbon,"C (g, triplet)",716.869,7440-44-0*1,,
Carbon,"C (g, singlet)",838.462,7440-44-0*2,,
Carbon,"C (g, quintuplet)",1120.094,7440-44-0*3,,
Carbon,C (graphite),0,7440-44-0*500,,
Carbon,C (diamond),1.861,7440-44-0*501,,
Helium,He (g),0,7440-59-7*0,,
Helium,"He (g, triplet)",1912.302,7440-59-7*1,,
Helium,"He (aq, undissoc)",-0.702,7440-59-7*1000,,
Helium,"He (g, singlet)",0,7440-59-7*2,,
Xenon,Xe (g),0,7440-63-3*0,,
Xenon,"Xe (aq, undissoc)",-19.404,7440-63-3*1000,,
Trichloroboron cation,[BCl3]+ (g),719.75,74432-55-6*0,,
Sulfur dioxide,OSO (g),-296.75,7446-09-5*0,,
Sulfur dioxide,"OSO (aq, undissoc)",-320.7,7446-09-5*1000,,
Sulfur dioxide,"OSO (cr,l)",-320.1,7446-09-5*500,,
Sulfur trioxide,OS(O)O (g),-395.51,7446-11-9*0,,
Sulfur trioxide,"OS(O)O (cr,l)",-454.32,7446-11-9*500,,
Sulfur trioxide,OS(O)O (l),-440.88,7446-11-9*590,,
Methyl hydrocarbonate,C(O)(OH)OCH3 (g),-591.8,7456-87-3*0,,
Methyl hydrocarbonate,"C(O)(OH)OCH3 (g, cis-cis)",-592.55,7456-87-3*1,,
Methyl hydrocarbonate,"C(O)(OH)OCH3 (g, cis-trans)",-587.2,7456-87-3*2,,
Methyl hydrocarbonate,"C(O)(OH)OCH3 (g, trans-cis)",-578.3,7456-87-3*3,,
Methyl hydrocarbonate,"C(O)(OH)OCH3 (g, trans-trans)",-547.6,7456-87-3*4,,
Methyl hydrocarbonate,"C(O)(OH)OCH3 (cr,l)",-629.1,7456-87-3*500,,
Chloroethane,CH3CH2Cl (g),-111.54,75-00-3*0,,
Chloroethane,"CH3CH2Cl (cr,l)",-135.96,75-00-3*500,,
Vinyl chloride,CH2CHCl (g),21.81,75-01-4*0,,
Vinyl chloride,"CH2CHCl (cr,l)",0.97,75-01-4*500,,
Vinyl fluoride,CH2CHF (g),-142.32,75-02-5*0,,
Ethyl iodide,CH3CH2I (g),-7.16,75-03-6*0,,
Ethyl iodide,CH3CH2I (l),-39.27,75-03-6*500,,
Ethylamine,CH3CH2NH2 (g),-49.78,75-04-7*0,,
Ethylamine,"CH3CH2NH2 (cr,l)",-76.78,75-04-7*500,,
Acetonitrile,CH3CN (g),74.08,75-05-8*0,,
Acetonitrile,"CH3CN (cr,l)",40.63,75-05-8*500,,
Acetaldehyde,CH3CHO (g),-165.4,75-07-0*0,,
Acetaldehyde,"CH3CHO (cr,l)",-191.61,75-07-0*500,,
Ethanethiol,CH3CH2SH (g),-45.58,75-08-1*0,,
Ethanethiol,"CH3CH2SH (cr,l)",-73.09,75-08-1*500,,
Dichloromethane,CH2Cl2 (g),-93.71,75-09-2*0,,
Dichloromethane,CH2Cl2 (l),-122.71,75-09-2*590,,
Difluoromethane,CH2F2 (g),-450.93,75-10-5*0,,
Difluoromethane,CH2F2 (l),-468.91,75-10-5*590,,
Diiodomethane,CH2I2 (g),113.52,75-11-6*0,,
Diiodomethane,CH2I2 (l),68.21,75-11-6*590,,
Formamide,CH(O)NH2 (g),-189,75-12-7*0,,
Formamide,"CH(O)NH2 (cr,l)",-251.05,75-12-7*500,,
Isocyanic acid,HNCO (g),-118.91,75-13-8*0,,
Carbon disulfide,SCS (g),116.86,75-15-0*0,,
Carbon disulfide,"SCS (cr,l)",89.22,75-15-0*500,,
Formaldoxime,CH2NOH (g),20,75-17-2*0,,
Formaldoxime,"CH2NOH (g, trans)",20,75-17-2*1,,
Formaldoxime,"CH2NOH (g, cis)",39.8,75-17-2*2,,
Dimethyl sulfide,CH3SCH3 (g),-36.75,75-18-3*0,,
Dimethyl sulfide,"CH3SCH3 (cr,l)",-64.72,75-18-3*500,,
Cyclopropane,CH2(CH2CH2) (g),53.93,75-19-4*0,,
Cyclopropane,CH2(CH2CH2) (l),35.81,75-19-4*500,,
Oxirane,O(CH2CH2) (g),-52.28,75-21-8*0,,
Oxirane,"O(CH2CH2) (cr,l)",-77.79,75-21-8*500,,
Bromoform,CHBr3 (g),54.82,75-25-2*0,,
Bromoform,CHBr3 (l),8.78,75-25-2*590,,
Bromodichloromethane,CHCl2Br (g),-46.5,75-27-4*0,,
iso-Butane,CH(CH3)3 (g),-134.48,75-28-5*0,,
2-Propanamine,CH3CH(CH3)NH2 (g),-83.43,75-31-0*0,,
2-Propanamine,"CH3CH(CH3)NH2 (cr,l)",-112.14,75-31-0*500,,
"1,1-Dichloroethane",CH3CHCl2 (g),-132.93,75-34-3*0,,
"1,1-Dichloroethane","CH3CHCl2 (cr,l)",-163.74,75-34-3*500,,
"1,1-Dichloroethene",CH2CCl2 (g),3.31,75-35-4*0,,
"1,1-Dichloroethene",CH2CCl2 (l),-23.45,75-35-4*500,,
Acetyl chloride,CH3C(O)Cl (g),-241.5,75-36-5*0,,
Acetyl chloride,CH3C(O)Cl (l),-272.07,75-36-5*500,,
"1,1-Difluoroethane",CH3CHF2 (g),-502.73,75-37-6*0,,
"1,1-Difluoroethene",CH2CF2 (g),-350.66,75-38-7*0,,
Fluorodichloromethane,CHFCl2 (g),-283.08,75-43-4*0,,
Phosgene,CCl2O (g),-219.18,75-44-5*0,,
Phosgene,"CCl2O (cr, l, I+liquid)",-242.78,75-44-5*501,,
Phosgene,"CCl2O (cr, l, II+liquid)",-242.78,75-44-5*502,,
Chlorodifluoromethane,CHClF2 (g),-481.77,75-45-6*0,,
Fluoroform,CHF3 (g),-696.23,75-46-7*0,,
Fluoroform,CHF3 (l),-704.69,75-46-7*590,,
Iodoform,CHI3 (g),209.3,75-47-8*0,,
Iodoform,"CHI3 (cr,l)",181.11,75-47-8*500,,
Trimethylamine,(CH3)3N (g),-26.15,75-50-3*0,,
Trimethylamine,(CH3)3N (l),-48.25,75-50-3*500,,
Nitromethane,CH3N(O)O (g),-74.47,75-52-5*0,,
Nitromethane,"CH3N(O)O (cr,l)",-112.76,75-52-5*500,,
Difluorodibromomethane,CF2Br2 (g),-377.8,75-61-6*0,,
Bromotrichloromethane,CCl3Br (g),-38.96,75-62-7*0,,
Bromotrifluoromethane,CF3Br (g),-650.74,75-63-8*0,,
2-Methyl-2-propanamine,(CH3)3CNH2 (g),-120.66,75-64-9*0,,
2-Methyl-2-propanamine,"(CH3)3CNH2 (cr,l)",-150.6,75-64-9*500,,
2-Methyl-2-propanamine,(CH3)3CNH2 (l),-150.6,75-64-9*590,,
2-Methyl-2-propanol,(CH3)3COH (g),-312.1,75-65-0*0,,
2-Methyl-2-propanol,"(CH3)3COH (cr,l)",-365.5,75-65-0*500,,
2-Methyl-2-propanol,(CH3)3COH (l),-358.9,75-65-0*590,,
Fluorotrichloromethane,CCl3F (g),-286.38,75-69-4*0,,
Dichlorodifluoromethane,CF2Cl2 (g),-493.06,75-71-8*0,,
Chlorotrifluoromethane,CF3Cl (g),-709.37,75-72-9*0,,
Tetrafluoromethane,CF4 (g),-933.6,75-73-0*0,,
Tetramethylsilane,Si(CH3)4 (g),-216.3,75-76-3*0,,
Chlorotrimethylsilane,SiCl(CH3)3 (g),-349.5,75-77-4*0,,
"2,2-Dimethylbutane",CH3CH2C(CH3)3 (g),-185.7,75-83-2*0,,
"2,2-Dimethylbutane","CH3CH2C(CH3)3 (cr,l)",-213.63,75-83-2*500,,
2-Propyn-1-ylium-1-ylidene,[CCCH]+ (g),1602.85,75104-46-0*0,,
Propynylidene cation,[HCCCH]+ (g),1412.16,75123-91-0*0,,
Chloromethylene anion,[CHCl]- (g),204.34,75466-08-9*0,,
Hydroneonate,[NeH]- (g),142.084,75514-98-6*0,,
Diiodine,I2 (g),62.417,7553-56-2*0,,
Diiodine,"I2 (aq, undissoc)",23.243,7553-56-2*1000,,
Diiodine,"I2 (cr,l)",0,7553-56-2*500,,
Dichloroacetylene,ClCCCl (g),236.15,7572-29-4*0,,
Isocyanogen chloride,ClNC (g),316.4,75754-69-7*0,,
Pentachloroethane,CHCl2CCl3 (g),-156.5,76-01-7*0,,
Pentachloroethane,"CHCl2CCl3 (cr,l)",-201.9,76-01-7*500,,
Hexafluoroethane,CF3CF3 (g),-1342.35,76-16-4*0,,
Perchloric acid,HOCl(O)(O)O (g),0.2,7601-90-3*0,,
Butadiynylium,[CCCCH]+ (g),1787.8,76108-67-3*0,,
Dioxosilane,SiO2 (g),-279.3,7631-86-9*0,,
Dioxosilane,"SiO2 (cr,l)",-911.74,7631-86-9*500,,
Dioxosilane,"SiO2 (cr, quartz)",-911.74,7631-86-9*505,,
Dioxosilane,"SiO2 (cr, cristobalite)",-908.92,7631-86-9*510,,
Dioxosilane,"SiO2 (cr, tridymite)",-906.3,7631-86-9*515,,
Dioxosilane,SiO2 (vitr),-902.24,7631-86-9*520,,
Boron trifluoride,BF3 (g),-1135.9,7637-07-2*0,,
Cyanic azide,NCNNN (g),498.4,764-05-6*0,,
Hydrogen chloride,HCl (g),-92.172,7647-01-0*0,,
Hydrogen chloride,HCl (aq),-166.989,7647-01-0*800,,
Hydrogen chloride,"HCl (aq, 10 H2O)",-161.148,7647-01-0*815,,
Hydrogen chloride,"HCl (aq, 12 H2O)",-162.01,7647-01-0*816,,
Hydrogen chloride,"HCl (aq, 15 H2O)",-162.855,7647-01-0*817,,
Hydrogen chloride,"HCl (aq, 20 H2O)",-163.675,7647-01-0*818,,
Hydrogen chloride,"HCl (aq, 25 H2O)",-164.169,7647-01-0*819,,
Hydrogen chloride,"HCl (aq, 30 H2O)",-164.5,7647-01-0*820,,
Hydrogen chloride,"HCl (aq, 40 H2O)",-164.926,7647-01-0*821,,
Hydrogen chloride,"HCl (aq, 50 H2O)",-165.186,7647-01-0*822,,
Hydrogen chloride,"HCl (aq, 75 H2O)",-165.554,7647-01-0*825,,
Hydrogen chloride,"HCl (aq, 100 H2O)",-165.755,7647-01-0*828,,
Hydrogen chloride,"HCl (aq, 150 H2O)",-165.977,7647-01-0*829,,
Hydrogen chloride,"HCl (aq, 200 H2O)",-166.102,7647-01-0*830,,
Hydrogen chloride,"HCl (aq, 300 H2O)",-166.253,7647-01-0*831,,
Hydrogen chloride,"HCl (aq, 400 H2O)",-166.336,7647-01-0*832,,
Hydrogen chloride,"HCl (aq, 500 H2O)",-166.403,7647-01-0*833,,
Hydrogen chloride,"HCl (aq, 600 H2O)",-166.449,7647-01-0*834,,
Hydrogen chloride,"HCl (aq, 700 H2O)",-166.487,7647-01-0*835,,
Hydrogen chloride,"HCl (aq, 800 H2O)",-166.516,7647-01-0*837,,
Hydrogen chloride,"HCl (aq, 900 H2O)",-166.541,7647-01-0*838,,
Hydrogen chloride,"HCl (aq, 1000 H2O)",-166.562,7647-01-0*839,,
Hydrogen chloride,"HCl (aq, 1500 H2O)",-166.634,7647-01-0*840,,
Hydrogen chloride,"HCl (aq, 2000 H2O)",-166.68,7647-01-0*841,,
Hydrogen chloride,"HCl (aq, 3000 H2O)",-166.738,7647-01-0*842,,
Hydrogen chloride,"HCl (aq, 4000 H2O)",-166.763,7647-01-0*843,,
Hydrogen chloride,"HCl (aq, 5000 H2O)",-166.793,7647-01-0*844,,
Hydrogen chloride,"HCl (aq, 7000 H2O)",-166.822,7647-01-0*846,,
Hydrogen chloride,"HCl (aq, 10000 H2O)",-166.847,7647-01-0*850,,
Hydrogen chloride,"HCl (aq, 20000 H2O)",-166.885,7647-01-0*852,,
Hydrogen chloride,"HCl (aq, 50000 H2O)",-166.922,7647-01-0*855,,
Hydrogen chloride,"HCl (aq, 100000 H2O)",-166.947,7647-01-0*861,,
Hydrogen chloride,"HCl (aq, 55.51 H2O)",-165.293,7647-01-0*891,,
Hydrogen chloride,"HCl (aq, 111 H2O)",-165.819,7647-01-0*892,,
Hydrogen chloride,"HCl (aq, 555.1 H2O)",-166.43,7647-01-0*895,,
Hydrogen chloride,"HCl (aq, 2400 H2O)",-166.708,7647-01-0*896,,
Hydrogen chloride,"HCl (aq, 3500 H2O)",-166.752,7647-01-0*899,,
Hydrogen chloride,"HCl (aq, 140 H2O)",-165.944,7647-01-0*907,,
Hydrogen chloride,"HCl (aq, 2439 H2O)",-166.711,7647-01-0*951,,
Hydrogen chloride,"HCl (aq, 74 H2O)",-165.544,7647-01-0*953,,
Hydrogen chloride,"HCl (aq, 1250 H2O)",-166.603,7647-01-0*954,,
Cyanomethyliumylidene,[CCN]+ (g),1725.3,76619-90-4*0,,
Hydrogen fluoride,HF (g),-272.721,7664-39-3*0,,
Hydrogen fluoride,"HF (aq, undissoc)",-321.37,7664-39-3*1000,,
Hydrogen fluoride,HF (l),-303.204,7664-39-3*590,,
Hydrogen fluoride,HF (aq),-334.67,7664-39-3*800,,
Hydrogen fluoride,"HF (aq, 3 H2O)",-320.7,7664-39-3*805,,
Hydrogen fluoride,"HF (aq, 5 H2O)",-321.322,7664-39-3*809,,
Hydrogen fluoride,"HF (aq, 10 H2O)",-321.69,7664-39-3*815,,
Hydrogen fluoride,"HF (aq, 15 H2O)",-321.79,7664-39-3*817,,
Hydrogen fluoride,"HF (aq, 20 H2O)",-321.84,7664-39-3*818,,
Hydrogen fluoride,"HF (aq, 25 H2O)",-321.87,7664-39-3*819,,
Hydrogen fluoride,"HF (aq, 30 H2O)",-321.89,7664-39-3*820,,
Hydrogen fluoride,"HF (aq, 40 H2O)",-321.93,7664-39-3*821,,
Hydrogen fluoride,"HF (aq, 50 H2O)",-321.95,7664-39-3*822,,
Hydrogen fluoride,"HF (aq, 60 H2O)",-321.97,7664-39-3*823,,
Hydrogen fluoride,"HF (aq, 75 H2O)",-321.99,7664-39-3*825,,
Hydrogen fluoride,"HF (aq, 100 H2O)",-322.02,7664-39-3*828,,
Hydrogen fluoride,"HF (aq, 200 H2O)",-322.08,7664-39-3*830,,
Hydrogen fluoride,"HF (aq, 300 H2O)",-322.17,7664-39-3*831,,
Hydrogen fluoride,"HF (aq, 400 H2O)",-322.27,7664-39-3*832,,
Hydrogen fluoride,"HF (aq, 500 H2O)",-322.36,7664-39-3*833,,
Hydrogen fluoride,"HF (aq, 600 H2O)",-322.44,7664-39-3*834,,
Hydrogen fluoride,"HF (aq, 700 H2O)",-322.51,7664-39-3*835,,
Hydrogen fluoride,"HF (aq, 800 H2O)",-322.58,7664-39-3*837,,
Hydrogen fluoride,"HF (aq, 900 H2O)",-322.65,7664-39-3*838,,
Hydrogen fluoride,"HF (aq, 1000 H2O)",-322.71,7664-39-3*839,,
Hydrogen fluoride,"HF (aq, 2000 H2O)",-323.39,7664-39-3*841,,
Hydrogen fluoride,"HF (aq, 3000 H2O)",-323.83,7664-39-3*842,,
Hydrogen fluoride,"HF (aq, 4000 H2O)",-324.14,7664-39-3*843,,
Hydrogen fluoride,"HF (aq, 5000 H2O)",-324.43,7664-39-3*844,,
Hydrogen fluoride,"HF (aq, 7500 H2O)",-324.99,7664-39-3*847,,
Hydrogen fluoride,"HF (aq, 10000 H2O)",-325.43,7664-39-3*850,,
Hydrogen fluoride,"HF (aq, 20000 H2O)",-326.66,7664-39-3*852,,
Hydrogen fluoride,"HF (aq, 50000 H2O)",-328.58,7664-39-3*855,,
Hydrogen fluoride,"HF (aq, 100000 H2O)",-330.13,7664-39-3*861,,
Hydrogen fluoride,"HF (aq, 500000 H2O)",-333.05,7664-39-3*866,,
Hydrogen fluoride,"HF (aq, 18.5 H2O)",-321.82,7664-39-3*887,,
Hydrogen fluoride,"HF (aq, 22.2 H2O)",-321.85,7664-39-3*888,,
Hydrogen fluoride,"HF (aq, 37 H2O)",-321.92,7664-39-3*890,,
Hydrogen fluoride,"HF (aq, 55.51 H2O)",-321.96,7664-39-3*891,,
Hydrogen fluoride,"HF (aq, 18 H2O)",-321.82,7664-39-3*901,,
Hydrogen fluoride,"HF (aq, 22 H2O)",-321.85,7664-39-3*902,,
Hydrogen fluoride,"HF (aq, 23 H2O)",-321.86,7664-39-3*903,,
Hydrogen fluoride,"HF (aq, 35 H2O)",-321.91,7664-39-3*904,,
Hydrogen fluoride,"HF (aq, 55 H2O)",-321.96,7664-39-3*905,,
Hydrogen fluoride,"HF (aq, 45 H2O)",-321.94,7664-39-3*906,,
Hydrogen fluoride,"HF (aq, 250 H2O)",-322.12,7664-39-3*908,,
Hydrogen fluoride,"HF (aq, 264.3 H2O)",-322.13,7664-39-3*909,,
Hydrogen fluoride,"HF (aq, 5500 H2O)",-324.56,7664-39-3*955,,
Ammonia,NH3 (g),-45.554,7664-41-7*0,,
Ammonia,"NH3 (aq, undissoc)",-80.883,7664-41-7*1000,,
Ammonia,NH3 (aq),-77.032,7664-41-7*800,,
Ammonia,"NH3 (aq, 1 H2O)",-75.73,7664-41-7*801,,
Ammonia,"NH3 (aq, 2 H2O)",-78.02,7664-41-7*803,,
Ammonia,"NH3 (aq, 3 H2O)",-78.87,7664-41-7*805,,
