NAME,FORMULA,DHF,ID,,
Triiodine,I3 (g),149.4,12596-31-5*0,,
Triiodine cation,[I3]+ (g),941,12596-32-6*0,,
Azido radical,NNN (g),449.83,12596-60-0*0,,
Tetraazatetrahedrane,"N(N(N)N) (g, Td)",757.3,12596-63-3*0,,
Ozonide,[OOO]- (g),-60.83,12596-80-4*0,,
Ozone cation,[OOO]+ (g),1350.541,12596-82-6*0,,
Tetraoxygen,"O4 (g, C2h triplet)",102.4,12596-83-7*11,,
Tetraoxygen,"O4 (g, D2h singlet)",65.1,12596-83-7*21,,
Tetraoxygen,"O4 (g, C2h singlet)",142.2,12596-83-7*22,,
Tetraoxygen,"O4 (g, D2d singlet)",393.4,12596-83-7*23,,
Tetraoxygen,"O4 (g, D3h singlet)",459.6,12596-83-7*24,,
Platinum dimer,Pt2 (g),822.5,12596-95-1*0,,
Disulfur cation,[S2]+ (g),1032.06,12597-02-3*0,,
Thiozone,SSS (g),142.89,12597-03-4*0,,
Trisulfide,[SSS]- (g),-84.66,12597-04-5*0,,
Disilicon,Si2 (g),591.3,12597-35-2*0,,
Disilicon cation,[Si2]+ (g),1355.8,12597-36-3*0,,
Dichlorodioxosulfate,[OS(O)Cl2]- (g),-607.4,12599-04-1*0,,
Hydrogen cyanide cation,[HCN]+ (g),1442.07,12601-62-6*0,,
2-Hydroperoxyethyl,CH2CH2OOH (g),51.4,126898-97-3*0,,
2-Hydroperoxyethyl,"CH2CH2OOH (g, anti)",51.8,126898-97-3*1,,
2-Hydroperoxyethyl,"CH2CH2OOH (g, anti-anti)",51.4,126898-97-3*11,,
2-Hydroperoxyethyl,"CH2CH2OOH (g, anti-syn)",52.1,126898-97-3*12,,
2-Hydroperoxyethyl,"CH2CH2OOH (g, gauche)",51,126898-97-3*3,,
2-Hydroperoxyethyl,"CH2CH2OOH (g, gauche-anti)",51.7,126898-97-3*31,,
2-Hydroperoxyethyl,"CH2CH2OOH (g, gauche-syn)",50.4,126898-97-3*32,,
1-Hydroperoxyethyl,CH3CHOOH (g),26.1,126898-98-4*0,,
Hydrogen difluoride cation,"[FHF]+ (g, triplet ?)",1238,126950-54-7*1,,
Pyruvic acid,CH3C(O)C(O)OH (g),-534.88,127-17-3*0,,
Pyruvic acid,"CH3C(O)C(O)OH (cr,l)",-588.44,127-17-3*500,,
Tetrachloroethene,CCl2CCl2 (g),-21.4,127-18-4*0,,
Tetrachloroethene,CCl2CCl2 (l),-61.12,127-18-4*500,,
Sulfur trioxide cation,[OS(O)O]+ (g),844.73,12710-95-1*0,,
Cyclopropenyliumdiyl,[CH(CC)]+ (g),1695.2,127476-05-5*0,,
Azanidylmethyl,[CH2NH]- (g),217.1,127593-73-1*0,,
"1,3-Cyclobutadien-1-yl",C(CHCHCH) (g),649.4,127611-22-7*0,,
3-Methylene-1-cyclopropen-1-yl,CH2C(CHC) (g),625.7,127611-24-9*0,,
2-Cyclopropen-1-ylidenemethyl,CHC(CHCH) (g),632.7,127611-25-0*0,,
Hypofluorite,[FO]- (g),-108.67,12763-66-5*0,,
Oxofluoronium,[FO]+ (g),1342.61,12763-67-6*0,,
Sulfur tetraoxide,OS(O)(O)O (g),-235.1,12772-98-4*0,,
Sulfur tetraoxide,"OS(O)(O)O (g, triplet)",-235.1,12772-98-4*1,,
Sulfur tetraoxide,"OS(O)(O)O (g, triplet D2d)",-235.1,12772-98-4*11,,
Sulfur tetraoxide,"OS(O)(O)O (g, triplet Td)",-211.3,12772-98-4*12,,
Sulfur tetraoxide,"OS(O)(O)O (g, singlet)",-169.4,12772-98-4*2,,
Sulfur tetraoxide,"OS(O)(O)O (g, singlet Td)",-169.5,12772-98-4*22,,
Sulfur tetraoxide,"OS(O)(O)O (g, singlet C3v ?)",-164.3,12772-98-4*23,,
m-Chlorophenylium,"[C6H4Cl]+ (g, meta)",1151.6,127983-85-1*0,,
1-Iminoethyl,CH3CNH (g),223,128365-64-0*0,,
1-Iminoethyl,"CH3CNH (g, syn)",242.4,128365-64-0*1,,
1-Iminoethyl,"CH3CNH (g, anti)",223,128365-64-0*2,,
Di-mu-hydrodihydrodisilicon,HSi(HSiHH) (g),364.5,129970-82-7*0,,
Di-mu-hydrodihydrodisilicon,"HSi(HSiHH) (g, trans)",364.3,129970-82-7*1,,
Di-mu-hydrodihydrodisilicon,"HSi(HSiHH) (g, trans-triplet)",536.2,129970-82-7*11,,
Di-mu-hydrodihydrodisilicon,"HSi(HSiHH) (g, trans-singlet)",364.3,129970-82-7*12,,
Di-mu-hydrodihydrodisilicon,"HSi(HSiHH) (g, cis-singlet)",375.2,129970-82-7*22,,
Diboron trioxide,"B2O3 (cr,l)",-1272.9,1303-86-2*500,,
Diboron trioxide,"B2O3 (s, vitr)",-1254.5,1303-86-2*505,,
Diazirenide,[HC(NN)]- (g),452.2,130614-84-5*0,,
Diazirenide,"[HC(NN)]- (g, triplet)",501.3,130614-84-5*1,,
Diazirenide,"[HC(NN)]- (g, singlet)",452.2,130614-84-5*2,,
Diazoethenylidene,NNCC (g),661.2,130760-10-0*0,,
Bicyclo[1.1.0]butan-3-id-1-yl,[CH2(CC)CH2]- (g),516,131273-95-5*0,,
Borane,BH3 (g),101.76,13283-31-3*0,,
Nitrosodioxaziridine,ONN(OO) (g),408.2,132871-99-9*0,,
Nitrosodioxaziridine,"ONN(OO) (g, trans)",407.7,132871-99-9*1,,
Nitrosodioxaziridine,"ONN(OO) (g, cis)",408.2,132871-99-9*2,,
Nitrosodioxaziridine,"ONN(OO) (g, gauche)",409.6,132871-99-9*3,,
Nitrato,[ON(O)O]+ (g),1285.9,133057-96-2*0,,
Dihydrogen,H2 (g),0,1333-74-0*0,,
Dihydrogen,"H2 (g, ortho)",0.019,1333-74-0*1,,
Dihydrogen,"H2 (aq, undissoc)",-4.104,1333-74-0*1000,,
Dihydrogen,"H2 (g, para)",-0.058,1333-74-0*2,,
Isocyanogen cation,[CNCN]+ (g),1656.5,133415-63-1*0,,
Ammonium hydroxide,"NH4OH (aq, undissoc)",-366.685,1336-21-6*1000,,
Ammonium hydroxide,"NH4OH (cr,l)",-361.53,1336-21-6*500,,
Ammonium hydroxide,NH4OH (aq),-362.834,1336-21-6*800,,
Ammonium hydroxide,"NH4OH (aq, 1 H2O)",-363.82,1336-21-6*801,,
Ammonium hydroxide,"NH4OH (aq, 1.5 H2O)",-364.33,1336-21-6*802,,
Ammonium hydroxide,"NH4OH (aq, 2 H2O)",-364.67,1336-21-6*803,,
Ammonium hydroxide,"NH4OH (aq, 2.5 H2O)",-364.92,1336-21-6*804,,
Ammonium hydroxide,"NH4OH (aq, 3 H2O)",-365.13,1336-21-6*805,,
Ammonium hydroxide,"NH4OH (aq, 3.5 H2O)",-365.3,1336-21-6*806,,
Ammonium hydroxide,"NH4OH (aq, 4 H2O)",-365.43,1336-21-6*807,,
Ammonium hydroxide,"NH4OH (aq, 4.5 H2O)",-365.54,1336-21-6*808,,
Ammonium hydroxide,"NH4OH (aq, 5 H2O)",-365.63,1336-21-6*809,,
Ammonium hydroxide,"NH4OH (aq, 6 H2O)",-365.76,1336-21-6*811,,
Ammonium hydroxide,"NH4OH (aq, 8 H2O)",-365.92,1336-21-6*813,,
Ammonium hydroxide,"NH4OH (aq, 10 H2O)",-366,1336-21-6*815,,
Ammonium hydroxide,"NH4OH (aq, 12 H2O)",-366.07,1336-21-6*816,,
Ammonium hydroxide,"NH4OH (aq, 15 H2O)",-366.13,1336-21-6*817,,
Ammonium hydroxide,"NH4OH (aq, 20 H2O)",-366.2,1336-21-6*818,,
Ammonium hydroxide,"NH4OH (aq, 25 H2O)",-366.24,1336-21-6*819,,
Ammonium hydroxide,"NH4OH (aq, 30 H2O)",-366.26,1336-21-6*820,,
Ammonium hydroxide,"NH4OH (aq, 40 H2O)",-366.31,1336-21-6*821,,
Ammonium hydroxide,"NH4OH (aq, 50 H2O)",-366.33,1336-21-6*822,,
Ammonium hydroxide,"NH4OH (aq, 75 H2O)",-366.35,1336-21-6*825,,
Ammonium hydroxide,"NH4OH (aq, 100 H2O)",-366.36,1336-21-6*828,,
Ammonium hydroxide,"NH4OH (aq, 200 H2O)",-366.38,1336-21-6*830,,
Ammonium hydroxide,"NH4OH (aq, 300 H2O)",-366.38,1336-21-6*831,,
Ammonium hydroxide,"NH4OH (aq, 400 H2O)",-366.39,1336-21-6*832,,
Ammonium hydroxide,"NH4OH (aq, 500 H2O)",-366.38,1336-21-6*833,,
Ammonium hydroxide,"NH4OH (aq, 600 H2O)",-366.38,1336-21-6*834,,
Ammonium hydroxide,"NH4OH (aq, 700 H2O)",-366.38,1336-21-6*835,,
Ammonium hydroxide,"NH4OH (aq, 750 H2O)",-366.38,1336-21-6*836,,
Ammonium hydroxide,"NH4OH (aq, 800 H2O)",-366.38,1336-21-6*837,,
Ammonium hydroxide,"NH4OH (aq, 900 H2O)",-366.38,1336-21-6*838,,
Ammonium hydroxide,"NH4OH (aq, 1000 H2O)",-366.38,1336-21-6*839,,
Ammonium hydroxide,"NH4OH (aq, 1500 H2O)",-366.37,1336-21-6*840,,
Ammonium hydroxide,"NH4OH (aq, 2000 H2O)",-366.35,1336-21-6*841,,
Ammonium hydroxide,"NH4OH (aq, 3000 H2O)",-366.34,1336-21-6*842,,
Ammonium hydroxide,"NH4OH (aq, 4000 H2O)",-366.32,1336-21-6*843,,
Ammonium hydroxide,"NH4OH (aq, 5000 H2O)",-366.3,1336-21-6*844,,
Ammonium hydroxide,"NH4OH (aq, 7000 H2O)",-366.28,1336-21-6*846,,
Ammonium hydroxide,"NH4OH (aq, 10000 H2O)",-366.25,1336-21-6*850,,
Ammonium hydroxide,"NH4OH (aq, 20000 H2O)",-366.18,1336-21-6*852,,
Ammonium hydroxide,"NH4OH (aq, 50000 H2O)",-366.02,1336-21-6*855,,
Ammonium hydroxide,"NH4OH (aq, 100000 H2O)",-365.86,1336-21-6*861,,
Ammonium hydroxide,"NH4OH (aq, 55.51 H2O)",-366.33,1336-21-6*891,,
Ammonium hydroxide,"NH4OH (aq, 555.1 H2O)",-366.38,1336-21-6*895,,
Aminooxy,NH2O (g),64.05,13408-29-2*0,,
Nitric acid monohydrate,"(HON(O)O)(H2O) (cr,l)",-472.58,13444-82-1*500,,
Nitric acid trihydrate,"(HON(O)O)(H2O)3 (cr,l)",-1055.13,13444-83-2*500,,
Sulfuric acid dihydrate,"(OS(O)(OH)2)(H2O)2 (cr,l)",-1426.94,13451-10-0*500,,
Fluoromethylene,CHF (g),148.68,13453-52-6*0,,
Fluoromethylene,"CHF (g, triplet)",210.71,13453-52-6*1,,
Fluoromethylene,"CHF (g, singlet)",148.68,13453-52-6*2,,
Bromosilane,SiH3Br (g),-75.5,13465-73-1*0,,
Chlorosilane,SiH3Cl (g),-135.6,13465-78-6*0,,
Hypobromous acid,HOBr (g),-61.75,13517-11-8*0,,
Fluorosilane,SiH3F (g),-355.61,13537-33-2*0,,
Hydroxymethylene cation,[HCOH]+ (g),968.3,135395-06-1*0,,
Hydroxymethylene cation,"[HCOH]+ (g, trans)",968.2,135395-06-1*1,,
Hydroxymethylene cation,"[HCOH]+ (g, cis)",982.8,135395-06-1*2,,
Hydroxymethylene cation,"[HCOH]+ (g, gauche quartet)",1479.4,135395-06-1*3,,
Cyanogen iodide anion,[ICN]- (g),88.9,1356929-44-6*0,,
Disulfur oxide cation,[SSO]+ (g),969.24,135758-60-0*0,,
1-Aziridinide,[N(CH2CH2)]- (g),231.8,1358579-49-3*0,,
2-Formylethen-1-ide,[CHCHCHO]- (g),21.3,135924-69-5*0,,
2-Formylethen-1-ide,"[CHCHCHO]- (g, trans)",20.6,135924-69-5*1,,
2-Formylethen-1-ide,"[CHCHCHO]- (g, anti-trans)",20.6,135924-69-5*11,,
2-Formylethen-1-ide,"[CHCHCHO]- (g, syn-trans)",58.4,135924-69-5*12,,
2-Formylethen-1-ide,"[CHCHCHO]- (g, cis)",23.8,135924-69-5*2,,
2-Formylethen-1-ide,"[CHCHCHO]- (g, anti-cis)",23.8,135924-69-5*21,,
2-Formylethen-1-ide,"[CHCHCHO]- (g, syn-cis)",47.9,135924-69-5*22,,
Disiloxane,SiH3OSiH3 (g),-347.4,13597-73-4*0,,
Iodosilane,SiH3I (g),-2.8,13598-42-0*0,,
Hydrazino,NH2NH (g),224.3,13598-46-4*0,,
Chlorine pentafluoride,FCl(F)(F)(F)F (g),-234.1,13637-63-3*0,,
Cyclopropynyl anion,[CH(CC)]- (g),521.36,136861-42-2*0,,
Sulfuric acid pentahydrate,"(OS(O)(OH)2)(H2O)5 (cr,l)",-2300.38,137168-49-1*500,,
Sulfuric acid hexahydrate,"(OS(O)(OH)2)(H2O)6 (cr,l)",-2588.93,137168-50-4*500,,
Sulfuric acid heptahydrate,"(OS(O)(OH)2)(H2O)7 (cr,l)",-2876.88,137168-51-5*500,,
Sulfuric acid nonahydrate,"(OS(O)(OH)2)(H2O)9 (cr,l)",-3451.55,137168-52-6*500,,
Sulfuric acid decahydrate,"(OS(O)(OH)2)(H2O)10 (cr,l)",-3738.44,137168-53-7*500,,
Silyl,SiH3 (g),199.21,13765-44-1*0,,
Borylene,BH (g),443.69,13766-26-2*0,,
Amidogen,NH2 (g),186.04,13770-40-6*0,,
Imidogen,NH (g),358.82,13774-92-0*0,,
Imidogen,"NH (g, triplet)",358.82,13774-92-0*1,,
Imidogen,"NH (g, singlet)",509.42,13774-92-0*2,,
Silylidyne,SiH (g),373.01,13774-94-2*0,,
(E)-Difluorodiazene,"FNNF (g, trans)",78.9,13776-62-0*1,,
o-Chlorophenylium,"[C6H4Cl]+ (g, ortho)",1159,137963-70-3*0,,
Acetoxy,CH3C(O)O (g),-190.75,13799-69-4*0,,
Acetoxy,"CH3C(O)O (g, 2A"")",-190.85,13799-69-4*1,,
(Z)-Difluorodiazene,"FNNF (g, cis)",72.9,13812-43-6*2,,
Silylene,SiH2 (g),269.92,13825-90-6*0,,
Silylene,"SiH2 (g, triplet)",360.32,13825-90-6*1,,
Silylene,"SiH2 (g, singlet)",269.92,13825-90-6*2,,
Sulfur monoxide,SO (g),5.99,13827-32-2*0,,
Bromochlorane,BrCl (g),14.447,13863-41-7*0,,
Tetrahedryl anion,[C(CH(CHCH))]- (g),630.7,138805-00-2*0,,
Dioxiranylidene,C(OO) (g),191.1,138832-57-2*0,,
Chlorous acid,HOClO (g),20.71,13898-47-0*0,,
Perchloryl,OCl(O)O (g),186.1,13932-10-0*0,,
Sulfanyl,SH (g),143.26,13940-21-1*0,,
Hydroxyamidogen,HNOH (g),94.44,13940-32-4*0,,
Hydroxyamidogen,"HNOH (g, trans)",94.44,13940-32-4*1,,
Hydroxyamidogen,"HNOH (g, cis)",116.7,13940-32-4*2,,
Fluorodioxidenium,[FOO]+ (g),1219.5,139584-95-5*0,,
1-Aminoethenide,[CH2CNH2]- (g),205.2,139597-26-5*0,,
Dinitrogen cation,[N2]+ (g),1503.312,13966-04-6*0,,
Platinum hydride,PtH (g),450.7,13966-55-7*0,,
Difluorosilylene,SiF2 (g),-630,13966-66-0*0,,
Difluorosilylene,"SiF2 (g, triplet)",-314.9,13966-66-0*1,,
Difluorosilylene,"SiF2 (g, singlet)",-630,13966-66-0*2,,
Fluoroimidogen,NF (g),232.64,13967-06-1*0,,
Fluoroimidogen,"NF (g, triplet)",232.63,13967-06-1*1,,
Fluoroimidogen,"NF (g, singlet)",369.41,13967-06-1*2,,
Oxonium,[H3O]+ (g),599.14,13968-08-6*0,,
Oxonium,"[H3O]+ (g, ortho)",599.14,13968-08-6*1,,
Oxonium,"[H3O]+ (g, para)",599.14,13968-08-6*2,,
Oxonium,[H3O]+ (aq),-285.802,13968-08-6*800,,
Deuterium hydride,HD (g),0.319,13983-20-5*0,,
Hypofluorous acid,HOF (g),-87.28,14034-79-8*0,,
Neon dication,[Ne]+2 (g),6033.214,14041-55-5*0,,
Neon tetracation,[Ne]+4 (g),21531.45,14041-56-6*0,,
Neon hexacation,[Ne]+6 (g),48949.3,14041-57-7*0,,
Xenon dication,[Xe]+2 (g),3194.14,14066-95-6*0,,
Carbon cation,C+ (g),1803.435,14067-05-1*0,,
Carbon trication,[C]+3 (g),8776.068,14067-06-2*0,,
Silicon cation,Si+ (g),1240.97,14067-07-3*0,,
Glycolaldehyde,HC(O)CH2OH (g),-317.33,141-46-8*0,,
Glycolaldehyde,"HC(O)CH2OH (g, syn-syn)",-317.56,141-46-8*11,,
Glycolaldehyde,"HC(O)CH2OH (g, anti-anti)",-304.7,141-46-8*21,,
Glycolaldehyde,"HC(O)CH2OH (g, anti-syn)",-296.6,141-46-8*22,,
Glycolaldehyde,"HC(O)CH2OH (g, gauche-anti)",-302.8,141-46-8*31,,
Sulfur atom dication,[S]+2 (g),3531.87,14127-58-3*0,,
Sulfur atom pentacation,[S]+5 (g),18453.1,14127-59-4*0,,
Oxygen atom dication,[O]+2 (g),4953,14127-63-0*0,,
Oxygen atom trication,[O]+3 (g),10252.88,14127-64-1*0,,
Oxygen atom tetracation,[O]+4 (g),17721.064,14127-65-2*0,,
Oxygen atom pentacation,[O]+5 (g),28710.645,14127-66-3*0,,
Oxygen atom hexacation,[O]+6 (g),42037.14,14158-22-6*0,,
Nitrogen atom cation,N+ (g),1875.722,14158-23-7*0,,
Neon trication,[Ne]+3 (g),12152.403,14158-25-9*0,,
Neon pentacation,[Ne]+5 (g),33711.1,14175-48-5*0,,
Neon heptacation,[Ne]+7 (g),68948.7,14175-50-9*0,,
Silicon atom dication,[Si]+2 (g),2816.96,14175-55-4*0,,
Silicon atom trication,[Si]+3 (g),6048.54,14175-56-5*0,,
1-Chloro ozone,"ClOOO (g, cis vdW)",223.1,141801-66-3*101,,
Chlorine oxide peroxide,"OClOO (g, vdW)",227.7,141801-67-4*100,,
Cyclopentene,CH2(CH2CHCHCH2) (g),35.66,142-29-0*0,,
Cyclopentene,CH2(CH2CHCHCH2) (l),7.39,142-29-0*590,,
n-Heptane,CH3(CH2)5CH3 (g),-187.27,142-82-5*0,,
n-Heptane,"CH3(CH2)5CH3 (cr,l)",-223.92,142-82-5*500,,
Oxobromonium,[BrO]+ (g),1132.2,142315-39-7*0,,
Helium cation,He+ (g),2372.322,14234-48-1*0,,
Aquachlorine cation,[ClOH2]+ (g),815.1,142599-65-3*0,,
Sulfite,[OS(O)O]-2 (g),-279.3,14265-45-3*0,,
Sulfite,[OS(O)O]-2 (aq),-635.25,14265-45-3*800,,
Oxygen atom heptacation,[O]+7 (g),113371.33,14274-89-6*0,,
Ethylideneoxoniumyloxy,[CH3CHOO]+ (g),939.1,1427752-17-7*0,,
Ethylideneoxoniumyloxy,"[CH3CHOO]+ (g, anti)",938.4,1427752-17-7*1,,
Ethylideneoxoniumyloxy,"[CH3CHOO]+ (g, syn)",944.8,1427752-17-7*2,,
Carbon pentacation,[C]+5 (g),52829.73,14280-11-6*0,,
Boron atom dication,[B]+2 (g),3798.06,14280-20-7*0,,
Hydroxyde,[OH]- (g),-139.032,14280-30-9*0,,
Hydroxyde,[OH]- (aq),-229.758,14280-30-9*800,,
Hypoiodous acid,HOI (g),-58.3,14332-21-9*0,,
Hypoiodous acid,"HOI (aq, undissoc)",-146.9,14332-21-9*1000,,
Hypoiodous acid,HOI (aq),-116.3,14332-21-9*800,,
Nitrosyl hydride,HNO (g),106.99,14332-28-6*0,,
Carbon anion,C- (g),594.754,14337-00-9*0,,
Oxygen atom anion,O- (g),108.096,14337-01-0*0,,
Silicon anion,Si- (g),319.24,14337-02-1*0,,
Monosulfur anion,S- (g),78.47,14337-03-2*0,,
Azide,[NNN]- (g),190.17,14343-69-2*0,,
Azide,[NNN]- (aq),272.72,14343-69-2*800,,
Iodine,I (g),106.757,14362-44-8*0,,
Iodine,"I (g, 2P3/2)",106.757,14362-44-8*1,,
Iodine,"I (g, 2P1/2)",197.709,14362-44-8*2,,
Hypochlorite,[ClO]- (g),-118.33,14380-61-1*0,,
Hypochlorite,[ClO]- (aq),-110.485,14380-61-1*1000,,
Hypobromite,[BrO]- (g),-103.47,14380-62-2*0,,
Oxalic acid,(C(O)OH)2 (g),-731.6,144-62-7*0,,
Oxalic acid,(C(O)OH)2 (cr),-829.64,144-62-7*500,,
Isocyanomethylene anion,[HCNC]- (g),402.1,144141-01-5*0,,
Isoindene cation,[C6H4(CHCH2CH)]+ (g),961.9,1442045-79-5*0,,
Helium anion,He- (g),51,14452-58-5*0,,
Helium anion,"He- (g, 1s2.2s 2S1/2)",51,14452-58-5*1,,
Helium anion,"He- (g, 1s.2s2 2S1/2)",1868.42,14452-58-5*2,,
Helium anion,"He- (g, 1s.2s.2p 4P)",1904.822,14452-58-5*3,,
Helium anion,"He- (g, 2p3 4S3/2)",5724.96,14452-58-5*4,,
Boryl,BH2 (g),324.5,14452-64-3*0,,
Deuteride,D- (g),148.904,14452-69-8*0,,
Nitrogen atom tetracation,[N]+4 (g),16783.64,14452-70-1*0,,
Nitrosyl ion,[NO]+ (g),984.51,14452-93-8*0,,
Deuterium atom cation,D+ (g),1534.123,14464-47-2*0,,
Silanol,SiH3OH (g),-282.7,14475-38-8*0,,
Trichloromethide,[CCl3]- (g),-122.6,14478-07-0*0,,
Ethylideneazanide,[CH3CHN]- (g),137.6,144810-43-5*0,,
Carbon dioxide anion,[CO2]- (g),-340.1,14485-07-5*0,,
Isocyanoacetylene cation,[HCCNC]+ (g),1570.4,145076-03-5*0,,
Difluorosilylene anion,[SiF2]- (g),-653.1,145089-80-1*0,,
Tribromide,[Br3]- (g),-308.5,14522-80-6*0,,
Tribromide,[Br3]- (aq),-129.17,14522-80-6*800,,
Nitronium,[ONO]+ (g),958.25,14522-82-8*0,,
Methylium,[CH3]+ (g),1095.409,14531-53-4*0,,
Iodoacetylene,HCCI (g),323.8,14545-08-5*0,,
Oxygen atom cation,O+ (g),1562.643,14581-93-2*0,,
Boron cation,B+ (g),1370.99,14594-80-0*0,,
Vinylium,[CH2CH]+ (g),1115.74,14604-48-9*0,,
Isocyanoethene,CH2CHNC (g),278.82,14668-82-7*0,,
Isocyanoethene,"CH2CHNC (g, singlet)",278.82,14668-82-7*1,,
Isocyanoethene,"CH2CHNC (g, triplet)",539.3,14668-82-7*2,,
Vinylcyclopentadienylium,[CH2CHC(CHCHCHCH)]+ (g),1059.5,146893-89-2*0,,
Vinylcyclopentadienylium,"[CH2CHC(CHCHCHCH)]+ (g, triplet)",1081.5,146893-89-2*1,,
Vinylcyclopentadienylium,"[CH2CHC(CHCHCHCH)]+ (g, singlet)",1059.5,146893-89-2*2,,
Peroxynitrous acid,HOONO (g),-11.54,14691-52-2*0,,
Peroxynitrous acid,"HOONO (g, trans, perp)",0.78,14691-52-2*1,,
Peroxynitrous acid,"HOONO (g, cis, perp)",-7.14,14691-52-2*2,,
Peroxynitrous acid,"HOONO (g, cis, cis)",-14.15,14691-52-2*3,,
Dioxidanide,[HOO]- (g),-91.58,14691-59-9*0,,
Iodooxidanyl,IO (g),125.12,14696-98-1*0,,
Trioxidane,HOOOH (g),-90.35,14699-99-1*0,,
Trioxidane,"HOOOH (g, trans)",-90.6,14699-99-1*1,,
Trioxidane,"HOOOH (g, cis)",-81.16,14699-99-1*2,,
Fluorine atom heptacation,[F]+7 (g),63651.1,14700-77-7*0,,
Fluorine atom tetracation,[F]+4 (g),19596.6,14700-79-9*0,,
Fluorine atom trication,[F]+3 (g),11186.701,14700-88-0*0,,
Fluorine atom hexacation,[F]+6 (g),45783.3,14701-04-3*0,,
Fluorine atom pentacation,[F]+5 (g),30619.4,14701-05-4*0,,
Fluorine atom dication,[F]+2 (g),5134.261,14701-07-6*0,,
Monosulfur cation,S+ (g),1278.2,14701-12-3*0,,
Fluorine atom cation,F+ (g),1760.604,14701-13-4*0,,
Chlorohydroxymethyl,CH(Cl)OH (g),-60.4,147139-06-8*0,,
Chlorohydroxymethyl,"CH(Cl)OH (g, syn-gauche)",-60.7,147139-06-8*1,,
Chlorohydroxymethyl,"CH(Cl)OH (g, anti-gauche)",-51.6,147139-06-8*2,,
Azidonitrene,"NNNN (g, C2h)",657.7,147363-92-6*1,,
Azidonitrene,"NNNN (g, Cs)",687.5,147363-92-6*2,,
Formylamidogen,CH(O)NH (g),71.2,14753-22-1*0,,
Fluorine atom,F (g),79.364,14762-94-8*0,,
Fluorine atom,"F (g, 2P3/2)",79.043,14762-94-8*1,,
Fluorine atom,"F (g, 2P1/2)",83.878,14762-94-8*2,,
Chlorohydroxymethylene,ClCOH (g),11.3,147723-60-2*0,,
Chlorohydroxymethylene,"ClCOH (g, trans)",11.1,147723-60-2*1,,
Chlorohydroxymethylene,"ClCOH (g, cis)",11.5,147723-60-2*2,,
Neon cation,Ne+ (g),2080.769,14782-23-1*0,,
Neon octacation,[Ne]+8 (g),92018.2,14782-26-4*0,,
Argon cation,Ar+ (g),1520.58,14791-69-6*0,,
Nitrate,[ON(O)O]- (g),-306.26,14797-55-8*0,,
Nitrate,[ON(O)O]- (aq),-206.51,14797-55-8*800,,
Nitrite,[ONO]- (g),-185.41,14797-65-0*0,,
Perchlorate,[OCl(O)(O)O]- (g),-272.8,14797-73-0*0,,
Ammonium,[NH4]+ (g),631.7,14798-03-9*0,,
Ammonium,[NH4]+ (aq),-133.076,14798-03-9*800,,
t-Butylium,[(CH3)3C]+ (g),710.68,14804-25-2*0,,
Sulfate,[OS(O)(O)O]-2 (g),-608.4,14808-79-8*0,,
Sulfate,[OS(O)(O)O]-2 (aq),-909.16,14808-79-8*800,,
Trifluorosilyl,SiF3 (g),-996,14835-14-4*0,,
Dihydroxymethyl,CH(OH)2 (g),-205.3,14840-85-8*0,,
Dihydroxymethyl,"CH(OH)2 (g, syn-anti)",-206.3,14840-85-8*1,,
Dihydroxymethyl,"CH(OH)2 (g, syn-syn)",-199.3,14840-85-8*2,,
Dihydroxymethyl,"CH(OH)2 (g, anti-anti)",-196.7,14840-85-8*3,,
Cyanamide cation,[NH2CN]+ (g),1152.4,148556-23-4*0,,
Chlorate,[OCl(O)O]- (g),-213.7,14866-68-3*0,,
Vinylvinylidene,CH2CHCHC (g),488.8,148759-16-4*0,,
Vinylvinylidene,"CH2CHCHC (g, triplet)",684.7,148759-16-4*1,,
Vinylvinylidene,"CH2CHCHC (g, triplet, trans)",684.4,148759-16-4*11,,
Vinylvinylidene,"CH2CHCHC (g, triplet, cis)",689,148759-16-4*12,,
Vinylvinylidene,"CH2CHCHC (g, singlet)",488.8,148759-16-4*2,,
Triiodide,[I3]- (g),-257.5,14900-04-0*0,,
Triiodide,[I3]- (aq),-51.56,14900-04-0*800,,
Formyl fluoride,CHFO (g),-382.22,1493-02-3*0,,
Ethylium,[CH3CH2]+ (g),903.1,14936-94-8*0,,
Cyanic fluoride,FCN (g),8.83,1495-50-7*0,,
Oxonitrate anion,[NO]- (g),88.16,14967-78-3*0,,
Chlorooxidanyl,ClO (g),101.716,14989-30-1*0,,
Hydrogen sulfate,[OHS(O)(O)O]- (g),-954.5,14996-02-2*0,,
Chlorite,[OClO]- (g),-107.68,14998-27-7*0,,
Iminomethylimidogen anion,[NCHN]- (g),400.1,150296-30-3*0,,
Iminomethylimidogen anion,"[NCHN]- (g, triplet)",402.1,150296-30-3*1,,
Iminomethylimidogen anion,"[NCHN]- (g, singlet)",398.7,150296-30-3*2,,
Hydrosulfide,[SH]- (g),-80.53,15035-72-0*0,,
Argon atom dication,[Ar]+2 (g),4186.468,15056-24-3*0,,
Hypoiodite,[IO]- (g),-104.2,15065-65-3*0,,
Hypoiodite,[IO]- (aq),-116.3,15065-65-3*800,,
Methyliumyl,[CH2]+ (g),1394.062,15091-72-2*0,,
1-Cyanovinyl,CH2CCN (g),418.9,15091-87-9*0,,
Methanediimine,HNCNH (g),146.5,151-51-9*0,,
